sample_id	age	genotype	new_annotation	richness
292	18mos	CD70-/-	8_Age-associated/autoimmune	20
292	18mos	CD70-/-	18_Cycling MHCII low	11
292	18mos	CD70-/-	24_Follicular	19
292	18mos	CD70-/-	23_Ig-restricted	15
292	18mos	CD70-/-	15_Plasmablasts	28
292	18mos	CD70-/-	21_Cycling MHCII low	4
292	18mos	CD70-/-	17_Ig-restricted	11
292	18mos	CD70-/-	19_Cycling MHCII low	8
292	18mos	CD70-/-	27_Light Zone	11
292	18mos	CD70-/-	22_Pre-plasmablasts	NA
225	18mos	CD70-/-	14_Follicular Serpina3+	8
225	18mos	CD70-/-	3_Atypical CD21lowCD23low	56
225	18mos	CD70-/-	8_Age-associated/autoimmune	30
225	18mos	CD70-/-	0_Follicular	145
225	18mos	CD70-/-	16_Other	NA
225	18mos	CD70-/-	2_Transitional (T2)	108
225	18mos	CD70-/-	6_Follicular	28
225	18mos	CD70-/-	1_Marginal Zone	119
225	18mos	CD70-/-	7_Age-associated/autoimmune	64
225	18mos	CD70-/-	11_Follicular	27
225	18mos	CD70-/-	12_Follicular	23
225	18mos	CD70-/-	20_Ig-restricted	18
225	18mos	CD70-/-	13_Follicular	15
225	18mos	CD70-/-	27_Light Zone	16
225	18mos	CD70-/-	10_Follicular IFN-stimulated	23
225	18mos	CD70-/-	5_Atypical Marginal Zone	17
225	18mos	CD70-/-	21_Cycling MHCII low	NA
225	18mos	CD70-/-	19_Cycling MHCII low	10
225	18mos	CD70-/-	15_Plasmablasts	36
225	18mos	CD70-/-	17_Ig-restricted	7
225	18mos	CD70-/-	4_Atypical CD21-CD23-	29
225	18mos	CD70-/-	24_Follicular	10
225	18mos	CD70-/-	23_Ig-restricted	9
225	18mos	CD70-/-	25_Ig-restricted	10
225	18mos	CD70-/-	9_Follicular Hspa1+	16
225	18mos	CD70-/-	22_Pre-plasmablasts	5
225	18mos	CD70-/-	18_Cycling MHCII low	10
002	18mos	CD70-/-	13_Follicular	10
002	18mos	CD70-/-	9_Follicular Hspa1+	10
002	18mos	CD70-/-	0_Follicular	68
002	18mos	CD70-/-	1_Marginal Zone	69
002	18mos	CD70-/-	4_Atypical CD21-CD23-	22
002	18mos	CD70-/-	7_Age-associated/autoimmune	17
002	18mos	CD70-/-	2_Transitional (T2)	33
002	18mos	CD70-/-	18_Cycling MHCII low	5
002	18mos	CD70-/-	8_Age-associated/autoimmune	18
002	18mos	CD70-/-	12_Follicular	16
002	18mos	CD70-/-	24_Follicular	6
002	18mos	CD70-/-	6_Follicular	16
002	18mos	CD70-/-	3_Atypical CD21lowCD23low	18
002	18mos	CD70-/-	10_Follicular IFN-stimulated	14
002	18mos	CD70-/-	14_Follicular Serpina3+	7
002	18mos	CD70-/-	11_Follicular	12
002	18mos	CD70-/-	5_Atypical Marginal Zone	10
002	18mos	CD70-/-	27_Light Zone	10
002	18mos	CD70-/-	20_Ig-restricted	7
002	18mos	CD70-/-	17_Ig-restricted	8
002	18mos	CD70-/-	15_Plasmablasts	22
002	18mos	CD70-/-	21_Cycling MHCII low	NA
002	18mos	CD70-/-	23_Ig-restricted	4
002	18mos	CD70-/-	16_Other	NA
002	18mos	CD70-/-	25_Ig-restricted	5
002	18mos	CD70-/-	22_Pre-plasmablasts	NA
002	18mos	CD70-/-	19_Cycling MHCII low	4
186	18mos	CD70-/-	0_Follicular	42
186	18mos	CD70-/-	6_Follicular	13
186	18mos	CD70-/-	1_Marginal Zone	29
186	18mos	CD70-/-	7_Age-associated/autoimmune	21
186	18mos	CD70-/-	20_Ig-restricted	3
186	18mos	CD70-/-	10_Follicular IFN-stimulated	12
186	18mos	CD70-/-	2_Transitional (T2)	45
186	18mos	CD70-/-	12_Follicular	19
186	18mos	CD70-/-	22_Pre-plasmablasts	4
186	18mos	CD70-/-	3_Atypical CD21lowCD23low	20
186	18mos	CD70-/-	15_Plasmablasts	39
186	18mos	CD70-/-	11_Follicular	8
186	18mos	CD70-/-	19_Cycling MHCII low	12
186	18mos	CD70-/-	13_Follicular	6
186	18mos	CD70-/-	18_Cycling MHCII low	9
186	18mos	CD70-/-	8_Age-associated/autoimmune	23
186	18mos	CD70-/-	14_Follicular Serpina3+	18
186	18mos	CD70-/-	4_Atypical CD21-CD23-	5
186	18mos	CD70-/-	17_Ig-restricted	NA
186	18mos	CD70-/-	23_Ig-restricted	NA
186	18mos	CD70-/-	16_Other	3
186	18mos	CD70-/-	9_Follicular Hspa1+	6
186	18mos	CD70-/-	25_Ig-restricted	3
186	18mos	CD70-/-	24_Follicular	4
186	18mos	CD70-/-	21_Cycling MHCII low	6
186	18mos	CD70-/-	5_Atypical Marginal Zone	10
186	18mos	CD70-/-	27_Light Zone	6
030	18mos	Bcl6tg/+	0_Follicular	11
030	18mos	Bcl6tg/+	22_Pre-plasmablasts	4
030	18mos	Bcl6tg/+	4_Atypical CD21-CD23-	2
030	18mos	Bcl6tg/+	6_Follicular	NA
030	18mos	Bcl6tg/+	8_Age-associated/autoimmune	8
030	18mos	Bcl6tg/+	5_Atypical Marginal Zone	9
030	18mos	Bcl6tg/+	24_Follicular	NA
030	18mos	Bcl6tg/+	1_Marginal Zone	9
030	18mos	Bcl6tg/+	12_Follicular	NA
030	18mos	Bcl6tg/+	27_Light Zone	NA
030	18mos	Bcl6tg/+	13_Follicular	NA
030	18mos	Bcl6tg/+	7_Age-associated/autoimmune	3
030	18mos	Bcl6tg/+	21_Cycling MHCII low	NA
030	18mos	Bcl6tg/+	14_Follicular Serpina3+	NA
030	18mos	Bcl6tg/+	19_Cycling MHCII low	4
030	18mos	Bcl6tg/+	2_Transitional (T2)	NA
030	18mos	Bcl6tg/+	15_Plasmablasts	18
030	18mos	Bcl6tg/+	25_Ig-restricted	NA
030	18mos	Bcl6tg/+	3_Atypical CD21lowCD23low	NA
030	18mos	Bcl6tg/+	9_Follicular Hspa1+	NA
030	18mos	Bcl6tg/+	18_Cycling MHCII low	NA
030	18mos	Bcl6tg/+	16_Other	NA
030	18mos	Bcl6tg/+	11_Follicular	NA
030	18mos	Bcl6tg/+	10_Follicular IFN-stimulated	3
030	18mos	Bcl6tg/+	23_Ig-restricted	NA
030	18mos	Bcl6tg/+	17_Ig-restricted	NA
030	18mos	Bcl6tg/+	20_Ig-restricted	NA
037	18mos	Bcl6tg/+	19_Cycling MHCII low	2
037	18mos	Bcl6tg/+	8_Age-associated/autoimmune	7
037	18mos	Bcl6tg/+	22_Pre-plasmablasts	2
037	18mos	Bcl6tg/+	5_Atypical Marginal Zone	3
037	18mos	Bcl6tg/+	10_Follicular IFN-stimulated	2
037	18mos	Bcl6tg/+	3_Atypical CD21lowCD23low	5
037	18mos	Bcl6tg/+	18_Cycling MHCII low	1
037	18mos	Bcl6tg/+	6_Follicular	NA
037	18mos	Bcl6tg/+	4_Atypical CD21-CD23-	4
037	18mos	Bcl6tg/+	7_Age-associated/autoimmune	4
037	18mos	Bcl6tg/+	11_Follicular	NA
037	18mos	Bcl6tg/+	15_Plasmablasts	6
037	18mos	Bcl6tg/+	12_Follicular	NA
037	18mos	Bcl6tg/+	0_Follicular	2
037	18mos	Bcl6tg/+	1_Marginal Zone	4
037	18mos	Bcl6tg/+	2_Transitional (T2)	1
037	18mos	Bcl6tg/+	14_Follicular Serpina3+	4
037	18mos	Bcl6tg/+	9_Follicular Hspa1+	NA
037	18mos	Bcl6tg/+	21_Cycling MHCII low	3
037	18mos	Bcl6tg/+	25_Ig-restricted	NA
037	18mos	Bcl6tg/+	27_Light Zone	NA
037	18mos	Bcl6tg/+	16_Other	NA
037	18mos	Bcl6tg/+	17_Ig-restricted	NA
037	18mos	Bcl6tg/+	13_Follicular	NA
037	18mos	Bcl6tg/+	24_Follicular	NA
037	18mos	Bcl6tg/+	23_Ig-restricted	NA
037	18mos	Bcl6tg/+	20_Ig-restricted	NA
201	18mos	Bcl6tg/+	4_Atypical CD21-CD23-	7
201	18mos	Bcl6tg/+	1_Marginal Zone	14
201	18mos	Bcl6tg/+	24_Follicular	NA
201	18mos	Bcl6tg/+	0_Follicular	60
201	18mos	Bcl6tg/+	10_Follicular IFN-stimulated	20
201	18mos	Bcl6tg/+	25_Ig-restricted	4
201	18mos	Bcl6tg/+	5_Atypical Marginal Zone	4
201	18mos	Bcl6tg/+	8_Age-associated/autoimmune	11
201	18mos	Bcl6tg/+	9_Follicular Hspa1+	9
201	18mos	Bcl6tg/+	12_Follicular	8
201	18mos	Bcl6tg/+	3_Atypical CD21lowCD23low	8
201	18mos	Bcl6tg/+	11_Follicular	10
201	18mos	Bcl6tg/+	23_Ig-restricted	5
201	18mos	Bcl6tg/+	15_Plasmablasts	7
201	18mos	Bcl6tg/+	2_Transitional (T2)	15
201	18mos	Bcl6tg/+	7_Age-associated/autoimmune	28
201	18mos	Bcl6tg/+	18_Cycling MHCII low	3
201	18mos	Bcl6tg/+	27_Light Zone	2
201	18mos	Bcl6tg/+	16_Other	4
201	18mos	Bcl6tg/+	6_Follicular	8
201	18mos	Bcl6tg/+	14_Follicular Serpina3+	6
201	18mos	Bcl6tg/+	20_Ig-restricted	6
201	18mos	Bcl6tg/+	21_Cycling MHCII low	NA
201	18mos	Bcl6tg/+	22_Pre-plasmablasts	5
201	18mos	Bcl6tg/+	13_Follicular	5
201	18mos	Bcl6tg/+	19_Cycling MHCII low	4
201	18mos	Bcl6tg/+	17_Ig-restricted	3
199	18mos	Bcl6tg/+	8_Age-associated/autoimmune	3
199	18mos	Bcl6tg/+	7_Age-associated/autoimmune	3
199	18mos	Bcl6tg/+	6_Follicular	5
199	18mos	Bcl6tg/+	4_Atypical CD21-CD23-	7
199	18mos	Bcl6tg/+	14_Follicular Serpina3+	13
199	18mos	Bcl6tg/+	16_Other	NA
199	18mos	Bcl6tg/+	3_Atypical CD21lowCD23low	5
199	18mos	Bcl6tg/+	0_Follicular	17
199	18mos	Bcl6tg/+	1_Marginal Zone	8
199	18mos	Bcl6tg/+	5_Atypical Marginal Zone	5
199	18mos	Bcl6tg/+	19_Cycling MHCII low	2
199	18mos	Bcl6tg/+	18_Cycling MHCII low	2
199	18mos	Bcl6tg/+	10_Follicular IFN-stimulated	8
199	18mos	Bcl6tg/+	22_Pre-plasmablasts	2
199	18mos	Bcl6tg/+	9_Follicular Hspa1+	NA
199	18mos	Bcl6tg/+	13_Follicular	4
199	18mos	Bcl6tg/+	21_Cycling MHCII low	2
199	18mos	Bcl6tg/+	12_Follicular	NA
199	18mos	Bcl6tg/+	11_Follicular	2
199	18mos	Bcl6tg/+	24_Follicular	NA
199	18mos	Bcl6tg/+	17_Ig-restricted	NA
199	18mos	Bcl6tg/+	2_Transitional (T2)	10
199	18mos	Bcl6tg/+	15_Plasmablasts	6
199	18mos	Bcl6tg/+	23_Ig-restricted	NA
199	18mos	Bcl6tg/+	25_Ig-restricted	NA
199	18mos	Bcl6tg/+	20_Ig-restricted	NA
199	18mos	Bcl6tg/+	27_Light Zone	NA
211b	18mos	Bcl6tg/+	23_Ig-restricted	NA
211b	18mos	Bcl6tg/+	1_Marginal Zone	9
211b	18mos	Bcl6tg/+	5_Atypical Marginal Zone	2
211b	18mos	Bcl6tg/+	3_Atypical CD21lowCD23low	NA
211b	18mos	Bcl6tg/+	15_Plasmablasts	3
211b	18mos	Bcl6tg/+	14_Follicular Serpina3+	NA
211b	18mos	Bcl6tg/+	7_Age-associated/autoimmune	3
211b	18mos	Bcl6tg/+	8_Age-associated/autoimmune	NA
211b	18mos	Bcl6tg/+	18_Cycling MHCII low	NA
211b	18mos	Bcl6tg/+	2_Transitional (T2)	4
211b	18mos	Bcl6tg/+	13_Follicular	NA
211b	18mos	Bcl6tg/+	17_Ig-restricted	NA
211b	18mos	Bcl6tg/+	0_Follicular	7
211b	18mos	Bcl6tg/+	9_Follicular Hspa1+	NA
211b	18mos	Bcl6tg/+	16_Other	3
211b	18mos	Bcl6tg/+	6_Follicular	NA
211b	18mos	Bcl6tg/+	11_Follicular	NA
211b	18mos	Bcl6tg/+	10_Follicular IFN-stimulated	NA
211b	18mos	Bcl6tg/+	4_Atypical CD21-CD23-	3
211b	18mos	Bcl6tg/+	20_Ig-restricted	NA
211b	18mos	Bcl6tg/+	12_Follicular	NA
211b	18mos	Bcl6tg/+	24_Follicular	NA
211b	18mos	Bcl6tg/+	19_Cycling MHCII low	NA
211b	18mos	Bcl6tg/+	27_Light Zone	NA
211b	18mos	Bcl6tg/+	21_Cycling MHCII low	NA
262b	18mos	Bcl6tg/+	3_Atypical CD21lowCD23low	19
262b	18mos	Bcl6tg/+	1_Marginal Zone	53
262b	18mos	Bcl6tg/+	4_Atypical CD21-CD23-	11
262b	18mos	Bcl6tg/+	20_Ig-restricted	11
262b	18mos	Bcl6tg/+	2_Transitional (T2)	29
262b	18mos	Bcl6tg/+	7_Age-associated/autoimmune	13
262b	18mos	Bcl6tg/+	0_Follicular	71
262b	18mos	Bcl6tg/+	9_Follicular Hspa1+	18
262b	18mos	Bcl6tg/+	14_Follicular Serpina3+	66
262b	18mos	Bcl6tg/+	27_Light Zone	5
262b	18mos	Bcl6tg/+	10_Follicular IFN-stimulated	30
262b	18mos	Bcl6tg/+	5_Atypical Marginal Zone	13
262b	18mos	Bcl6tg/+	6_Follicular	16
262b	18mos	Bcl6tg/+	11_Follicular	19
262b	18mos	Bcl6tg/+	21_Cycling MHCII low	2
262b	18mos	Bcl6tg/+	12_Follicular	14
262b	18mos	Bcl6tg/+	8_Age-associated/autoimmune	15
262b	18mos	Bcl6tg/+	15_Plasmablasts	12
262b	18mos	Bcl6tg/+	22_Pre-plasmablasts	4
262b	18mos	Bcl6tg/+	18_Cycling MHCII low	2
262b	18mos	Bcl6tg/+	16_Other	NA
262b	18mos	Bcl6tg/+	23_Ig-restricted	4
262b	18mos	Bcl6tg/+	24_Follicular	13
262b	18mos	Bcl6tg/+	13_Follicular	NA
262b	18mos	Bcl6tg/+	19_Cycling MHCII low	2
262b	18mos	Bcl6tg/+	17_Ig-restricted	NA
262b	18mos	Bcl6tg/+	25_Ig-restricted	NA
004	18mos	CD70-/-;Bcl6tg/+	16_Other	NA
004	18mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	4
004	18mos	CD70-/-;Bcl6tg/+	13_Follicular	3
004	18mos	CD70-/-;Bcl6tg/+	12_Follicular	2
004	18mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	3
004	18mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	2
004	18mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	3
004	18mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	4
004	18mos	CD70-/-;Bcl6tg/+	0_Follicular	1
004	18mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	3
004	18mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	5
004	18mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	2
004	18mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	4
004	18mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	2
004	18mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	6
004	18mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	NA
004	18mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	4
004	18mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	3
004	18mos	CD70-/-;Bcl6tg/+	6_Follicular	2
004	18mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	NA
004	18mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
004	18mos	CD70-/-;Bcl6tg/+	11_Follicular	NA
004	18mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	NA
004	18mos	CD70-/-;Bcl6tg/+	27_Light Zone	NA
004	18mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	NA
004	18mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	NA
004	18mos	CD70-/-;Bcl6tg/+	24_Follicular	NA
084	18mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	6
084	18mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	31
084	18mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	17
084	18mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	3
084	18mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	10
084	18mos	CD70-/-;Bcl6tg/+	12_Follicular	28
084	18mos	CD70-/-;Bcl6tg/+	0_Follicular	117
084	18mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	7
084	18mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	10
084	18mos	CD70-/-;Bcl6tg/+	6_Follicular	23
084	18mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	27
084	18mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	9
084	18mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	22
084	18mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	3
084	18mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	38
084	18mos	CD70-/-;Bcl6tg/+	11_Follicular	19
084	18mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	6
084	18mos	CD70-/-;Bcl6tg/+	16_Other	5
084	18mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	35
084	18mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	3
084	18mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	7
084	18mos	CD70-/-;Bcl6tg/+	24_Follicular	7
084	18mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	6
084	18mos	CD70-/-;Bcl6tg/+	13_Follicular	5
084	18mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	4
084	18mos	CD70-/-;Bcl6tg/+	27_Light Zone	4
084	18mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	NA
059	18mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	7
059	18mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	6
059	18mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	5
059	18mos	CD70-/-;Bcl6tg/+	0_Follicular	5
059	18mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	4
059	18mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	5
059	18mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	6
059	18mos	CD70-/-;Bcl6tg/+	13_Follicular	1
059	18mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	5
059	18mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	3
059	18mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	3
059	18mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	1
059	18mos	CD70-/-;Bcl6tg/+	12_Follicular	1
059	18mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	2
059	18mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	5
059	18mos	CD70-/-;Bcl6tg/+	11_Follicular	4
059	18mos	CD70-/-;Bcl6tg/+	6_Follicular	1
059	18mos	CD70-/-;Bcl6tg/+	27_Light Zone	2
059	18mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	2
059	18mos	CD70-/-;Bcl6tg/+	16_Other	NA
059	18mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	1
059	18mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	6
059	18mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	3
059	18mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	1
059	18mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
059	18mos	CD70-/-;Bcl6tg/+	24_Follicular	NA
086	18mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	11
086	18mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	10
086	18mos	CD70-/-;Bcl6tg/+	16_Other	5
086	18mos	CD70-/-;Bcl6tg/+	12_Follicular	6
086	18mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	14
086	18mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	9
086	18mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	6
086	18mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	8
086	18mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	16
086	18mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	5
086	18mos	CD70-/-;Bcl6tg/+	11_Follicular	11
086	18mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	20
086	18mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	25
086	18mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	5
086	18mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	2
086	18mos	CD70-/-;Bcl6tg/+	0_Follicular	22
086	18mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	3
086	18mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	12
086	18mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	6
086	18mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	2
086	18mos	CD70-/-;Bcl6tg/+	13_Follicular	3
086	18mos	CD70-/-;Bcl6tg/+	6_Follicular	8
086	18mos	CD70-/-;Bcl6tg/+	24_Follicular	5
086	18mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	NA
086	18mos	CD70-/-;Bcl6tg/+	27_Light Zone	6
086	18mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	5
086	18mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	15
056	18mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	3
056	18mos	CD70-/-;Bcl6tg/+	0_Follicular	44
056	18mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	4
056	18mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	2
056	18mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	5
056	18mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	8
056	18mos	CD70-/-;Bcl6tg/+	11_Follicular	4
056	18mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	1
056	18mos	CD70-/-;Bcl6tg/+	24_Follicular	2
056	18mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	1
056	18mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	2
056	18mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	2
056	18mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	4
056	18mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	11
056	18mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	2
056	18mos	CD70-/-;Bcl6tg/+	6_Follicular	6
056	18mos	CD70-/-;Bcl6tg/+	12_Follicular	5
056	18mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	6
056	18mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	9
056	18mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	6
056	18mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	6
056	18mos	CD70-/-;Bcl6tg/+	16_Other	NA
056	18mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	3
056	18mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	NA
056	18mos	CD70-/-;Bcl6tg/+	13_Follicular	3
056	18mos	CD70-/-;Bcl6tg/+	27_Light Zone	1
056	18mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	1
058	18mos	CD70-/-;Bcl6tg/+	4_Atypical CD21-CD23-	34
058	18mos	CD70-/-;Bcl6tg/+	5_Atypical Marginal Zone	17
058	18mos	CD70-/-;Bcl6tg/+	15_Plasmablasts	13
058	18mos	CD70-/-;Bcl6tg/+	1_Marginal Zone	25
058	18mos	CD70-/-;Bcl6tg/+	9_Follicular Hspa1+	5
058	18mos	CD70-/-;Bcl6tg/+	17_Ig-restricted	7
058	18mos	CD70-/-;Bcl6tg/+	8_Age-associated/autoimmune	30
058	18mos	CD70-/-;Bcl6tg/+	13_Follicular	7
058	18mos	CD70-/-;Bcl6tg/+	6_Follicular	8
058	18mos	CD70-/-;Bcl6tg/+	3_Atypical CD21lowCD23low	15
058	18mos	CD70-/-;Bcl6tg/+	7_Age-associated/autoimmune	17
058	18mos	CD70-/-;Bcl6tg/+	0_Follicular	39
058	18mos	CD70-/-;Bcl6tg/+	2_Transitional (T2)	33
058	18mos	CD70-/-;Bcl6tg/+	12_Follicular	15
058	18mos	CD70-/-;Bcl6tg/+	11_Follicular	20
058	18mos	CD70-/-;Bcl6tg/+	19_Cycling MHCII low	7
058	18mos	CD70-/-;Bcl6tg/+	16_Other	4
058	18mos	CD70-/-;Bcl6tg/+	24_Follicular	2
058	18mos	CD70-/-;Bcl6tg/+	18_Cycling MHCII low	10
058	18mos	CD70-/-;Bcl6tg/+	14_Follicular Serpina3+	4
058	18mos	CD70-/-;Bcl6tg/+	22_Pre-plasmablasts	11
058	18mos	CD70-/-;Bcl6tg/+	10_Follicular IFN-stimulated	17
058	18mos	CD70-/-;Bcl6tg/+	23_Ig-restricted	3
058	18mos	CD70-/-;Bcl6tg/+	20_Ig-restricted	7
058	18mos	CD70-/-;Bcl6tg/+	27_Light Zone	NA
058	18mos	CD70-/-;Bcl6tg/+	21_Cycling MHCII low	4
058	18mos	CD70-/-;Bcl6tg/+	25_Ig-restricted	2
012	sick	CD70-/-	0_Follicular	80
012	sick	CD70-/-	1_Marginal Zone	79
012	sick	CD70-/-	7_Age-associated/autoimmune	68
012	sick	CD70-/-	11_Follicular	17
012	sick	CD70-/-	16_Other	4
012	sick	CD70-/-	5_Atypical Marginal Zone	27
012	sick	CD70-/-	17_Ig-restricted	4
012	sick	CD70-/-	15_Plasmablasts	65
012	sick	CD70-/-	10_Follicular IFN-stimulated	16
012	sick	CD70-/-	8_Age-associated/autoimmune	28
012	sick	CD70-/-	13_Follicular	7
012	sick	CD70-/-	3_Atypical CD21lowCD23low	52
012	sick	CD70-/-	25_Ig-restricted	3
012	sick	CD70-/-	4_Atypical CD21-CD23-	25
012	sick	CD70-/-	23_Ig-restricted	4
012	sick	CD70-/-	12_Follicular	23
012	sick	CD70-/-	2_Transitional (T2)	31
012	sick	CD70-/-	27_Light Zone	7
012	sick	CD70-/-	6_Follicular	10
012	sick	CD70-/-	9_Follicular Hspa1+	6
012	sick	CD70-/-	14_Follicular Serpina3+	3
012	sick	CD70-/-	22_Pre-plasmablasts	3
012	sick	CD70-/-	24_Follicular	NA
012	sick	CD70-/-	19_Cycling MHCII low	3
012	sick	CD70-/-	18_Cycling MHCII low	6
012	sick	CD70-/-	21_Cycling MHCII low	6
012	sick	CD70-/-	20_Ig-restricted	4
288	sick	CD70-/-	14_Follicular Serpina3+	19
288	sick	CD70-/-	1_Marginal Zone	13
288	sick	CD70-/-	15_Plasmablasts	46
288	sick	CD70-/-	5_Atypical Marginal Zone	5
288	sick	CD70-/-	0_Follicular	43
288	sick	CD70-/-	7_Age-associated/autoimmune	8
288	sick	CD70-/-	3_Atypical CD21lowCD23low	5
288	sick	CD70-/-	19_Cycling MHCII low	NA
288	sick	CD70-/-	2_Transitional (T2)	9
288	sick	CD70-/-	8_Age-associated/autoimmune	9
288	sick	CD70-/-	6_Follicular	5
288	sick	CD70-/-	24_Follicular	NA
288	sick	CD70-/-	4_Atypical CD21-CD23-	11
288	sick	CD70-/-	21_Cycling MHCII low	NA
288	sick	CD70-/-	13_Follicular	NA
288	sick	CD70-/-	18_Cycling MHCII low	NA
288	sick	CD70-/-	16_Other	NA
288	sick	CD70-/-	23_Ig-restricted	3
288	sick	CD70-/-	10_Follicular IFN-stimulated	5
